gene,start,end,strand,product
yigL,4188132,4188932,,sugar/pyridoxal phosphate phosphatase YigL
yigM,4189013,4189912,,EamA family transporter
metR,4189800,4190753,c,transcriptional activator MetR
metE,4191002,4193266,,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase
aslB,4193649,4194953,,anaerobic sulfatase maturase AslB
dlhH,4195033,4195845,c,carboxymethylenebutenolidase
udp,4196104,4196865,,uridine phosphorylase
rmuC,4197005,4198435,,recombinase RmuC
ubiE,4198531,4199286,,ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ubiJ,4199296,4199901,,ubiquinone biosynthesis protein UbiJ
ubiB,4199898,4201538,,ubiquinone biosynthesis protein UbiB
tatA,4201744,4201998,,Sec-independent protein translocase TatA
tatB,4202002,4202550,,Sec-independent protein translocase TatB
tatC,4202553,4203332,,twin arginine-targeting protein translocase TatC
tatD,4203374,4204156,,Tat-linked quality control protein TatD
rfaH,4204164,4204652,c,transcriptional activator RfaH
ubiD,4204838,4206316,,3-octaprenyl-4-hydroxybenzoate decarboxylase
fre,4206402,4207103,,NAD(P)H-flavin reductase
assT3,4207357,4209180,,arylsulfotransferase family protein
fadA,4209377,4210540,c,acetyl-CoA C-acyltransferase FadA
fadB,4210550,4212739,c,fatty acid oxidation complex subunit alpha
pepQ,4212929,4214260,,Xaa-Pro dipeptidase
yigZ,4214260,4214874,,UPF0029 family protein YigZ
trkH,4214913,4216364,,potassium uptake protein trkH
hemG,4216376,4216921,,protoporphyrinogen oxidase HemG
mobB,4222733,4223263,c,molybdopterin-guanine dinucleotide biosynthesis protein MobB
mobA,4223245,4223829,c,molybdenum cofactor guanylyltransferase MobA
yihD,4223899,4224168,,DUF1040 domain protein
srkA,4224245,4225231,,stress response kinase A
dsbA,4225248,4225871,,protein disulfide oxidoreductase DsbA
yihG,4225884,4226792,c,acyltransferase
polA,4227180,4229966,,DNA polymerase I
yihA,4230301,4230933,c,GTP-binding protein
yihI,4231516,4232031,,GTPase-activating protein
hemN,4232220,4233593,,coproporphyrinogen III oxidase
yshB,4233683,4233793,c,protein YshB
glnG,4233906,4235315,c,nitrogen regulation protein NR(I)
glnL,4235324,4236373,c,nitrogen regulation protein NR(II)
glnA,4236648,4238057,c,glutamine synthetase
typA,4238433,4240256,,GTP-binding protein TypA
ybhA2,4240311,4241045,c,putative HAD-family phosphatase
B0X74_23275,4241030,4241908,c,uncharacterized protein
B0X74_23280,4241905,4243146,c,coproporphyrinogen III oxidase
B0X74_23285,4243148,4244023,c,putative sulfatase
B0X74_23290,4244016,4245002,c,YheC/D like ATP-grasp family protein
B0X74_23295,4245054,4245902,c,uncharacterized protein
ompL,4246059,4246751,c,sulfolipid porin OmpL
yihO,4246819,4248240,c,putative sulfoquinovose transporter
yihP,4248286,4249668,c,"putative 2,3-dihydroxypropane-1-sulfonate export protein YihP"
yihQ,4249714,4251750,c,sulfolipid alpha-glucosidase YihQ
yihR,4251794,4252651,c,putative aldose-1-epimerase YihR
yihS,4252655,4253896,c,sulfoquinovose isomerase YihS
yihT,4253912,4254790,c,sulfofructosephosphate aldolase YihT
yihU,4254813,4255709,c,3-sulfolactaldehyde reductase YihU
yihV,4255874,4256770,,6-deoxy-6-sulfofructose kinase YihV
yihW,4256804,4257607,,DeoR family transcriptional regulator YihW
yihX,4257798,4258397,,glucose-1-phosphatase YihX
yihY,4258391,4259263,,BrkB family putative transporter YihY
dtd,4259260,4259697,,D-aminoacyl-tRNA deacylase
yiiD,4259694,4260683,,GNAT family putative N-acetyltransferase YiiD
higA,4260698,4261144,c,antitoxin HigA
higB,4261141,4261452,c,cytoplasmic protein
B0X74_23380,4261538,4262467,c,Aes family putative acetyl esterase/lipase
higB2,4262685,4262996,,toxin HigB-2
higA2,4262997,4263287,,antitoxin HigA-2
fdhE,4263334,4264263,c,formate dehydrogenase accessory protein FdhE
fdoI,4264260,4264895,c,formate dehydrogenase cytochrome b556 subunit
fdoH,4264892,4265794,c,formate dehydrogenase subunit beta
fdoG,4265807,4268857,c,"formate dehydrogenase O subunit alpha, selenocysteine-containing"
fdhD,4269052,4269888,,sulfurtransferase FdhD
B0X74_23425,4270156,4271187,c,DUF3829 domain protein
yiiG,4271369,4272469,,DUF3829 domain protein
azlD,4272824,4273147,c,AzlD domain-containing protein
azlC,4273147,4273806,c,putative branched-chain amino acid permease AzlC
B0X74_23445,4273889,4274455,,putative transcriptional regulator
rhaM,4274544,4274858,c,L-rhamnose mutarotase
B0X74_23455,4274855,4276003,c,lactaldehyde reductase
rhaD,4276130,4276957,c,rhamnulose-1-phosphate aldolase
rhaA,4277100,4278359,c,L-rhamnose isomerase
rhaB,4278356,4279825,c,rhamnulokinase
rhaS,4280113,4280949,,transcriptional activator RhaS
rhaR,4281102,4281950,,HTH-type transcriptional activator RhaR
rhaT,4281947,4282981,c,rhamnose/proton symporter RhaT
kdgM,4283600,4284283,,putative oligogalacturonate-specific porin protein KdgM
dctM2,4284441,4285748,c,"TRAP-type C4-dicarboxylate transport system, large permease"
dctQ2,4285741,4286256,c,TRAP transporter small permease protein
dctP,4286275,4287258,c,"TRAP-type C4-dicarboxylate transport system, periplasmic component"
sodA,4287587,4288207,,superoxide dismutase [Mn]
yiiM,4288254,4288967,,MOSC domain-containing protein
B0X74_23520,4288979,4289374,,uncharacterized protein
cpxA,4289425,4290798,c,two-component sensor histidine kinase (stress sensor) CpxA
cpxR,4290795,4291493,c,DNA-binding response regulator (stress response) CpxR
cpxP,4291644,4292144,,stress adaptor protein CpxP
fieF,4292292,4293194,,cation-efflux pump FieF
pfkA,4293379,4294341,,ATP-dependent 6-phosphofructokinase
sbp,4294545,4295534,,sulfate-binding protein Sbp
cdh,4295635,4296390,,CDP-diacylglycerol pyrophosphatase
B0X74_23560,4296653,4297987,,putative sugar transporter
B0X74_23565,4297998,4298957,,aminoimidazole riboside kinase
B0X74_23570,4298967,4300007,,ADP-ribosylglycohydrolase
B0X74_23575,4300070,4300792,,GntR family transcriptional regulator
B0X74_23585,4301291,4301641,c,cupin domain protein
lsrK,4301655,4303247,c,autoinducer-2 kinase LsrK
lsrR,4303335,4304294,c,LsrR family transcriptional regulator LsrR
lsrA,4304550,4306085,,autoinducer 2 import ATP-binding protein LsrA
lsrC,4306079,4307122,,autoinducer 2 import system permease LsrC
lsrD,4307119,4308120,,autoinducer 2 import system permease LsrD
lsrB,4308149,4309171,,autoinducer 2 ABC transporter substrate-binding protein LsrB
lsrF,4309200,4310075,,autoinducer 2 aldolase LsrF
lsrG,4310158,4310448,,autoinducer 2-degrading protein LsrG
lsrE,4310458,4311222,,putative pentose-5-phosphate-3-epimerase LsrE
tpiA,4311314,4312081,c,triose-phosphate isomerase
yiiQ,4312194,4312790,c,DUF1454 domain protein YiiQ
yiiR,4312891,4313319,,DUF805 domain membrane protein YiiR
fpr,4313426,4314172,c,ferredoxin--NADP(+) reductase
glpX,4314269,4315369,c,fructose-bisphosphatase class II
glpK,4315391,4316899,c,glycerol kinase
glpF,4316920,4317765,c,aquaporin
zapB,4318164,4318403,,cell division protein ZapB
rraA,4318625,4319110,c,ribonuclease E activity regulator RraA
menA,4319203,4320132,c,"1,4-dihydroxy-2-naphthoate polyprenyltransferase"
hslU,4320199,4321530,c,HslU--HslV peptidase ATPase subunit
hslV,4321540,4322070,c,HslU--HslV peptidase proteolytic subunit
ftsN,4322162,4323136,c,cell division protein FtsN
cytR,4323230,4324255,c,DNA-binding transcriptional regulator CytR
priA,4324410,4326608,c,primosomal protein N'
rpmE,4326812,4327024,,50S ribosomal protein L31
B0X74_23715,4327070,4327732,c,TIGR02117 family protein
assT2,4327933,4329723,c,arylsulfotransferase
metJ,4330180,4330497,c,met repressor MetJ
metB,4330762,4331922,,cystathionine gamma-synthase
metL,4331925,4334357,,bifunctional aspartokinase II/homoserine dehydrogenase II (MetL)
mscS,4334473,4335330,c,mechanosensitive ion channel protein MscS
B0X74_23745,4335333,4336331,c,uncharacterized protein
B0X74_23750,4336566,4337690,c,uncharacterized protein
B0X74_23755,4337826,4339382,,"multifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'-nucleotidase/3'-nucleotidase"
metF,4339577,4340467,,"5,10-methylenetetrahydrofolate reductase MetF"
katG,4340632,4342812,,heme-dependent catalase-peroxidase KatG
yijF,4342870,4343493,c,DUF1287 domain protein YijF
gldA,4343752,4344855,c,glycerol dehydrogenase GldA
fsa,4344867,4345529,c,fructose-6-phosphate aldolase Fsa
ptsA,4345540,4348041,c,phosphoenolpyruvate--protein phosphotransferase PtsA
frwC,4348350,4349429,,PTS fructose-like transporter subunit EIIC FrwC
frwB,4349444,4349764,,PTS fructose-like transporter subunit EIIB FrwB
pflD,4349863,4352160,,formate C-acetyltransferase
pflC,4352126,4353004,,[formate-C-acetyltransferase]-activating enzyme
frwD,4353006,4353359,,PTS fructose-like transporter subunit EIIB
yijO,4353346,4354197,c,AraC family transcriptional regulator
cptA,4354358,4356091,c,phosphoethanolamine transferase CptA (EptC)
ppc,4356302,4358953,c,phosphoenolpyruvate carboxylase Ppc
argE,4359322,4360473,c,acetylornithine deacetylase
argC,4360562,4361566,,N-acetyl-gamma-glutamyl-phosphate reductase
argB,4361577,4362350,,acetylglutamate kinase
argH,4362468,4363844,,argininosuccinate lyase
oxyR,4364129,4365046,,DNA-binding transcriptional regulator OxyR
sthA,4365029,4366429,c,soluble pyridine nucleotide transhydrogenase SthA
fabR,4366628,4367263,,DNA-binding transcriptional regulator FabR
yijD,4367279,4367638,,DUF1422 domain protein YijD
trmA,4367685,4368785,c,tRNA (uridine(54)-C5)-methyltransferase TrmA
btuB,4369159,4371003,,vitamin B12 transporter BtuB
murI,4370948,4371799,,glutamate racemase MurI
murB,4377716,4378744,,UDP-N-acetylenolpyruvoylglucosamine reductase
birA,4378741,4379703,,bifunctional biotin--[acetyl-CoA-carboxylase] synthetase/biotin operon repressor
coaA,4379738,4380688,c,type I pantothenate kinase
tufB,4381647,4382831,,translation elongation factor Tu
secE,4383061,4383444,,protein translocase subunit SecE
nusG,4383446,4383991,,transcription termination/antitermination protein NusG
rplK,4384149,4384577,,50S ribosomal protein L11
rplA,4384581,4385285,,50S ribosomal protein L1
rplJ,4385705,4386202,,50S ribosomal protein L10
rplL,4386269,4386634,,50S ribosomal protein L7/L12
rpoB,4386952,4390980,,DNA-directed RNA polymerase subunit beta
rpoC,4391057,4395280,,DNA-directed RNA polymerase subunit beta'
B0X74_24005,4395322,4395645,,uncharacterized protein
B0X74_24010,4395651,4395995,c,uncharacterized protein
B0X74_24015,4396107,4396310,,uncharacterized protein
sseK1,4396376,4397404,,non-LEE encoded effector protein SseK1 (NleB)
B0X74_24025,4397394,4397603,,uncharacterized protein
B0X74_24035,4397769,4397915,,uncharacterized protein
thiH,4398066,4399199,c,2-iminoacetate synthase
thiG,4399196,4399966,c,thiazole synthase
thiS,4399968,4400168,c,sulfur carrier protein ThiS
thiF,4400149,4400907,c,sulfur carrier protein ThiS adenylyltransferase
thiE,4400900,4401535,c,thiamine phosphate synthase
thiC,4401535,4403430,c,phosphomethylpyrimidine synthase
rsd,4403794,4404282,c,sigma D regulator
nudC,4404375,4405148,,NADH pyrophosphatase
hemE,4405189,4406253,,uroporphyrinogen decarboxylase
nfi,4406263,4406934,,endonuclease V
yjaG,4406976,4407566,,"uncharacterized protein YjaG, DUF416 family"
hupA,4407753,4408025,,DNA-binding protein HU-alpha
yjaH,4408037,4408729,,DUF1481 domain protein YjaH
zraP,4408771,4409226,c,zinc resistance-associated protein ZraP
zraS,4409480,4410877,,sensor protein ZraS
zraR,4410883,4412208,,sigma-54-dependent Fis family transcriptional regulator
purD,4412205,4413494,c,phosphoribosylamine--glycine ligase
purH,4413506,4415095,c,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase
yjaB,4421290,4421727,c,GNAT family putative N-acetyltransferase YjaB
metA,4421884,4422813,,homoserine O-succinyltransferase MetA
aceB,4423082,4424683,,malate synthase A
aceA,4424715,4426019,,isocitrate lyase
aceK,4426121,4427872,,bifunctional isocitrate dehydrogenase kinase/phosphatase
yhfF,4427836,4428252,c,ASCH domain-containing protein
iclR,4428254,4429078,c,IclR family transcriptional regulator
metH,4429382,4433065,,methionine synthase MetH
yjbB,4433332,4434963,,putative Na+/Pi-cotransporter YjbB
pepE,4435039,4435728,c,peptidase E
yaiL,4435936,4436475,,DUF2058 domain protein YaiL
rluF,4436522,4437391,,23S rRNA pseudouridine synthase F
yjbD,4437388,4437660,c,DUF3811 domain protein YjbD
panS,4437758,4438699,c,pantothenate precursors transporter PanS
B0X74_24225,4438961,4439689,c,PmgQ family phage protein
B0X74_24230,4439886,4440176,c,putative prophage protein
B0X74_24235,4440425,4440880,c,putative prophage protein
B0X74_24240,4440877,4441482,c,putative phage protein
B0X74_24245,4441487,4443232,c,phage tail protein
B0X74_24250,4443235,4443867,c,phage tail protein I
B0X74_24255,4443860,4444975,c,baseplate protein
B0X74_24260,4444966,4445325,c,phage baseplate protein
B0X74_24265,4445489,4447036,c,phage related membrane protein
B0X74_24270,4447036,4447965,c,glycosyltransferase
B0X74_24275,4447962,4448324,c,phage related translocase/flippase
B0X74_24280,4448652,4449374,c,phage baseplate assembly protein
B0X74_24285,4449384,4450427,c,phage protein D
B0X74_24290,4450415,4450624,c,phage tail protein
B0X74_24295,4450624,4451577,c,phage tail assembly protein
B0X74_24300,4451577,4453931,c,phage tail tape measure protein
B0X74_24310,4454116,4454433,c,phage related protein
B0X74_24315,4454485,4455009,c,phage major tail tube protein
B0X74_24320,4455009,4456436,c,phage major tail sheath protein
B0X74_24325,4456426,4456623,c,phage related protein
B0X74_24330,4456620,4457075,c,phage related protein
B0X74_24335,4457235,4457549,c,phage related protein
B0X74_24340,4457562,4458167,c,phage related lytic murein transglycosylase
B0X74_24345,4458170,4458457,c,putative phage holin protein
B0X74_24350,4459033,4459380,,phage related transcriptional regulator
lysC,4459513,4460862,c,lysine-sensitive aspartokinase 3
pgi,4461207,4462856,,glucose-6-phosphate isomerase
yjbE,4463297,4463542,,putative threonine-rich protein YjbE
yjbF,4463606,4464244,,exopolysaccharide synthesis related lipoprotein YjbF
yjbG,4464241,4464978,,putative extracellular polysaccharide export protein
yjbH,4464978,4467074,,exopolysaccharide biosynthesis protein YbjH
psiE,4467217,4467627,,phosphate-starvation-inducible protein PsiE
malG,4467793,4468683,c,maltose ABC transporter permease MalG
malF,4468698,4470242,c,maltose ABC transporter permease MalF
malE,4470374,4471564,c,maltose-binding periplasmic protein
malK,4471926,4473035,,maltose/maltodextrin import ATP-binding protein MalK
lamB,4473124,4474482,,maltoporin (LamB)
malM,4474646,4475563,,maltose operon protein MalM
ubiC,4475744,4476241,,chorismate--pyruvate lyase
ubiA,4476255,4477127,,4-hydroxybenzoate octaprenyltransferase
plsB,4477226,4479646,c,glycerol-3-phosphate 1-O-acyltransferase
dgkA,4479817,4480185,,diacylglycerol kinase
lexA,4480294,4480902,,repressor LexA
dinF,4481081,4482406,,DNA-damage-inducible protein F
yjbJ,4482538,4482747,,CsbD family stress-induced protein YjbJ
zur,4482846,4483361,c,transcriptional regulator Zur
traF,4483608,4484918,,conjugal transfer protein TraF
B0X74_24465,4485274,4485813,,putative phage associated protein
B0X74_24470,4485830,4486264,,phage associated YafO-like toxin protein
B0X74_24475,4486291,4486563,c,PrtN family transcriptional activator
B0X74_24480,4486600,4487172,c,putative exonuclease
B0X74_24485,4487172,4487981,c,putative phage protein
yfdS,4487981,4488343,c,DUF551 domain phage protein
yfdR,4488334,4488870,c,putative phage deoxynucleotidase
yfdQ,4488998,4489822,c,DUF2303 domain phage protein
yfdP,4489888,4490568,c,putative phage protein
B0X74_24520,4490688,4490933,,putative phage protein
B0X74_24525,4490851,4491126,c,putative phage protein
B0X74_24530,4491135,4491338,c,phage ClpX like protease/chaperone protein
cohE,4491510,4492184,c,"CI-like repressor, e14 prophage"
croE,4492275,4492475,,"Cro-like repressor, e14 prophage"
ymfL,4492519,4493076,,putative phage protein
B0X74_24550,4493252,4493431,,DUF4222 domain phage protein
oweS,4493421,4494362,,phage DNA-binding protein
yfdN,4494365,4494853,,putative phage protein
B0X74_24565,4494853,4495506,,phage N-6-adenine-methyltransferase
B0X74_24570,4495503,4495829,,LexA family transcriptional regulator
B0X74_24575,4495826,4496215,,"putative phage endodeoxyribonuclease, RusA family"
B0X74_24580,4496235,4497044,,phage DNA-binding protein
B0X74_24585,4497052,4498041,,DUF968 family phage protein
B0X74_24590,4498055,4498807,,phage antitermination protein
B0X74_24595,4498958,4499215,,putative phage protein
B0X74_24605,4499361,4499747,,putative phage holin protein
B0X74_24610,4499734,4500015,,putative phage holin protein
B0X74_24615,4500015,4500629,,endolysin
B0X74_24620,4500626,4501018,,"DUF2570 domain, putative Rz lytic protein"
B0X74_24625,4501481,4501813,,putative phage protein
B0X74_24630,4501864,4502214,,phage HNH endonuclease
B0X74_24635,4502340,4502825,,"phage terminase, small subunit"
B0X74_24640,4502839,4504572,,"phage terminase, large subunit"
ymfR,4504584,4504766,,putative phage protein
B0X74_24650,4504766,4506007,,phage portal protein
B0X74_24655,4505985,4506635,,phage prohead protease
B0X74_24660,4506650,4507855,,phage major capsid protein
B0X74_24665,4507905,4508132,,putative phage protein
B0X74_24670,4508107,4508430,,phage head-tail connector protein
B0X74_24675,4508427,4508837,,phage head-tail adapter protein
B0X74_24680,4508812,4509318,,putative phage protein
B0X74_24685,4509315,4509875,,putative phage protein
B0X74_24690,4509884,4510054,,DUF2635 domain phage protein
B0X74_24695,4510038,4511534,,phage tail sheath protein
B0X74_24700,4511534,4511890,,phage tail tube protein
B0X74_24705,4511890,4512159,,phage tail assembly chaperone protein
B0X74_24710,4512126,4512308,,putative phage protein
B0X74_24715,4512301,4514133,,phage tail tape measure protein
